episode,reward
9.300000000000000000e+01,8.579355985621319292e+01
9.400000000000000000e+01,-5.242937816747557633e+01
9.500000000000000000e+01,3.428761276096318511e+01
9.600000000000000000e+01,-7.458206772138422025e+01
9.700000000000000000e+01,-7.498798875359396732e+01
9.800000000000000000e+01,-7.323508147818533587e+01
9.900000000000000000e+01,-8.032123417800318066e+01
1.000000000000000000e+02,-7.376752889509675981e+01
1.010000000000000000e+02,-7.053048455922777293e+01
1.020000000000000000e+02,-8.470105956519554979e+01
1.030000000000000000e+02,-7.660337423047776895e+01
1.040000000000000000e+02,-7.293317438956374588e+01
1.050000000000000000e+02,6.231763219656919262e+00
1.060000000000000000e+02,-8.948411684643341246e+00
1.070000000000000000e+02,-3.289226754370388051e+01
1.080000000000000000e+02,-3.749230185195377629e+01
1.090000000000000000e+02,-6.328728207049451271e+01
1.100000000000000000e+02,-5.465940549246306546e+01
1.110000000000000000e+02,-4.508935679217960057e+01
1.120000000000000000e+02,-5.860461982502198452e+01
1.130000000000000000e+02,-4.567592800303371803e+01
1.140000000000000000e+02,-4.725048985007219926e+01
1.150000000000000000e+02,-4.477880980626193264e+01
1.160000000000000000e+02,-5.757550611973729815e+01
1.170000000000000000e+02,-4.673974324203706487e+01
1.180000000000000000e+02,-7.713940572490651348e+00
1.190000000000000000e+02,-8.025866163843275558e+00
1.200000000000000000e+02,-1.002856781375276185e+01
1.210000000000000000e+02,-5.120502155863209737e+01
1.220000000000000000e+02,1.670135163600030381e+01
1.230000000000000000e+02,-5.984229013902400141e+00
1.240000000000000000e+02,-4.411065361037047694e+01
1.250000000000000000e+02,-3.819861351964637208e+01
1.260000000000000000e+02,-1.361008704350216547e+01
1.270000000000000000e+02,-6.787709449165545550e+01
1.280000000000000000e+02,-3.638922986917048519e+01
1.290000000000000000e+02,-1.501947691139013941e+01
1.300000000000000000e+02,-6.712199555995066191e+01
1.310000000000000000e+02,-4.617103853246359790e+01
1.320000000000000000e+02,-6.329952693697859445e+01
1.330000000000000000e+02,1.189530567734372681e+02
1.340000000000000000e+02,2.025936163640115410e+03
1.350000000000000000e+02,-5.183662854160977673e+01
1.360000000000000000e+02,6.119901315346218951e+00
1.370000000000000000e+02,2.022338699033009107e+03
1.380000000000000000e+02,-2.979431517834540699e+01
1.390000000000000000e+02,-2.735295556977080267e+01
1.400000000000000000e+02,4.056440737393042895e+00
1.410000000000000000e+02,-3.975535545409644556e+01
1.420000000000000000e+02,-1.037603992090410259e+02
1.430000000000000000e+02,-2.881359455745975140e+01
1.440000000000000000e+02,5.672292159094602937e-01
1.450000000000000000e+02,3.066706808901109582e-01
1.460000000000000000e+02,2.962312728626166702e+01
1.470000000000000000e+02,3.251105876422705876e+01
1.480000000000000000e+02,-1.445135020486014525e+02
1.490000000000000000e+02,6.177492531450209157e+01
1.500000000000000000e+02,1.757726075140265110e+01
1.510000000000000000e+02,-4.875410351144945764e+01
1.520000000000000000e+02,4.175477083708703674e+01
1.530000000000000000e+02,2.060670059783089528e+03
1.540000000000000000e+02,-7.089516857889164214e+01
1.550000000000000000e+02,2.175728624226458408e-02
1.560000000000000000e+02,2.061683563639200656e+03
1.570000000000000000e+02,2.031388243973290400e+03
1.580000000000000000e+02,-1.123478763230257158e+02
1.590000000000000000e+02,2.029479298624776902e+03
1.600000000000000000e+02,-4.752927681185577313e+01
1.610000000000000000e+02,2.022901050201975067e+03
1.620000000000000000e+02,-4.830292149169872573e+01
1.630000000000000000e+02,2.061560799559832049e+03
1.640000000000000000e+02,4.751038876503722008e+01
1.650000000000000000e+02,-8.933862085159216804e+01
1.660000000000000000e+02,-2.868023169616814982e+01
1.670000000000000000e+02,-3.301078937319116591e+01
1.680000000000000000e+02,2.007689314928617478e+03
1.690000000000000000e+02,-1.719475537409109336e+02
1.700000000000000000e+02,-1.323585671014946463e+01
1.710000000000000000e+02,-4.210415551048740213e+01
1.720000000000000000e+02,2.055390635274904071e+03
1.730000000000000000e+02,1.103690199122254114e+02
1.740000000000000000e+02,1.048263737268104592e+02
1.750000000000000000e+02,1.300233443965354070e+02
1.760000000000000000e+02,2.082537791391520841e+03
1.770000000000000000e+02,1.184726785183482400e+00
1.780000000000000000e+02,-1.792351077877589773e+02
1.790000000000000000e+02,-5.967294566070980011e+01
1.800000000000000000e+02,2.773646936313659239e+01
1.810000000000000000e+02,-7.799454747192669402e+01
1.820000000000000000e+02,-2.601514426358511400e+01
1.830000000000000000e+02,-2.853617466892968579e+01
1.840000000000000000e+02,-3.900869761287978577e+01
1.850000000000000000e+02,-6.653562477148409471e+01
1.860000000000000000e+02,-3.415007112339371531e+01
1.870000000000000000e+02,1.300243307467569309e+01
1.880000000000000000e+02,-1.182690943421138741e+02
1.890000000000000000e+02,2.035467196053612497e+03
1.900000000000000000e+02,-1.087711744840657246e+02
1.910000000000000000e+02,-1.229065638937877338e+02
1.920000000000000000e+02,-1.919511731801727095e+01
1.930000000000000000e+02,-6.062780994672186807e+01
1.940000000000000000e+02,-1.300797362127979397e+02
1.950000000000000000e+02,-7.220627960685938262e+01
1.960000000000000000e+02,-1.473126926598521038e+02
1.970000000000000000e+02,-2.110484350500790640e+02
1.980000000000000000e+02,-4.076679787012058398e+01
1.990000000000000000e+02,-5.152558358390635362e+01
2.000000000000000000e+02,2.024338209072384643e+03
2.010000000000000000e+02,-9.715272940915997424e+01
2.020000000000000000e+02,1.018416020572531977e+02
2.030000000000000000e+02,9.994423652527119373e+01
2.040000000000000000e+02,-7.547369816348233940e+01
2.050000000000000000e+02,1.246343843796246489e+02
2.060000000000000000e+02,5.588076465763759160e+01
2.070000000000000000e+02,2.005160933861334797e+03
2.080000000000000000e+02,-1.746767816043444554e+00
2.090000000000000000e+02,2.057839269607045026e+03
2.100000000000000000e+02,-1.571817433047255577e+02
2.110000000000000000e+02,-2.076217656379722030e+02
2.120000000000000000e+02,-1.962743569630076124e+01
2.130000000000000000e+02,2.007127696238718045e+03
2.140000000000000000e+02,-6.862815551601333652e+01
2.150000000000000000e+02,2.071140899667595022e+03
2.160000000000000000e+02,-2.633853256633309456e+02
2.170000000000000000e+02,-9.629534950281752970e+01
2.180000000000000000e+02,-1.358690493917200968e+02
2.190000000000000000e+02,9.506989044310307335e+00
2.200000000000000000e+02,-3.151654513576042760e+01
2.210000000000000000e+02,5.073837471144419453e+01
2.220000000000000000e+02,-9.932331665293182255e+01
2.230000000000000000e+02,2.004537171161307469e+03
2.240000000000000000e+02,-5.478498470806057696e+01
2.250000000000000000e+02,-6.739622210401746827e+01
2.260000000000000000e+02,2.039096153221474879e+03
2.270000000000000000e+02,-2.366470687258754069e+01
2.280000000000000000e+02,-1.745026310799646296e+02
2.290000000000000000e+02,-6.907211391153559532e+01
2.300000000000000000e+02,2.009711687251780404e+03
2.310000000000000000e+02,-7.335573735210262214e+01
2.320000000000000000e+02,5.841934651266080891e+01
2.330000000000000000e+02,2.018945210807747571e+03
2.340000000000000000e+02,2.050906898802967135e+03
2.350000000000000000e+02,2.043003035605096784e+03
2.360000000000000000e+02,-2.584120511179158939e+02
2.370000000000000000e+02,9.646271099371857360e+01
2.380000000000000000e+02,1.169569114331282691e+02
2.390000000000000000e+02,1.956213209047078294e+00
2.400000000000000000e+02,1.145124745105846813e+02
2.410000000000000000e+02,-1.238243322518477498e+02
2.420000000000000000e+02,2.009078267550241208e+03
2.430000000000000000e+02,-8.821684457092186449e+01
2.440000000000000000e+02,1.102410093511195726e+02
2.450000000000000000e+02,-5.017292788819894866e+01
2.460000000000000000e+02,2.038819443560972786e+03
2.470000000000000000e+02,-1.248261874957178179e+02
2.480000000000000000e+02,3.997076169369695453e+00
2.490000000000000000e+02,8.658028276999613126e+01
2.500000000000000000e+02,1.107878837553777203e+02
2.510000000000000000e+02,2.037431523009622879e+03
2.520000000000000000e+02,-3.175985566807472438e+01
2.530000000000000000e+02,-1.962801095369060889e+01
2.540000000000000000e+02,2.033473329108298003e+03
2.550000000000000000e+02,8.680183539051499508e+01
2.560000000000000000e+02,8.774988135605507011e+01
2.570000000000000000e+02,6.243546208690478494e+00
2.580000000000000000e+02,1.039568305716453409e+02
2.590000000000000000e+02,2.026174092265089712e+03
2.600000000000000000e+02,8.564875917011180206e+01
2.610000000000000000e+02,2.052234625374716416e+03
2.620000000000000000e+02,2.053345588639229845e+03
2.630000000000000000e+02,-1.461217274142045852e+01
2.640000000000000000e+02,2.007703940292932430e+03
2.650000000000000000e+02,1.222727190145526350e+02
2.660000000000000000e+02,1.289396966093598564e+02
2.670000000000000000e+02,1.134457421733830671e+02
2.680000000000000000e+02,1.004743479360007967e+02
2.690000000000000000e+02,-1.102719434909447926e+01
2.700000000000000000e+02,2.024536267694202479e+03
2.710000000000000000e+02,9.695468836505830268e+01
2.720000000000000000e+02,3.960483961314070456e+01
2.730000000000000000e+02,7.406811255700760910e+01
2.740000000000000000e+02,-7.186176195929172650e+01
2.750000000000000000e+02,2.016935761941890632e+03
2.760000000000000000e+02,2.001782716139169452e+03
2.770000000000000000e+02,-2.807948357979864795e+01
2.780000000000000000e+02,1.819809209387366167e+01
2.790000000000000000e+02,-1.556578747585707845e+02
2.800000000000000000e+02,-2.465324094252215730e+02
2.810000000000000000e+02,-3.446748607633577421e+01
2.820000000000000000e+02,-8.738085318300281301e+01
2.830000000000000000e+02,-7.861577782282740401e+00
2.840000000000000000e+02,-8.547565013326889982e+01
2.850000000000000000e+02,-6.483275388411986739e+01
2.860000000000000000e+02,4.178153989663613288e+00
2.870000000000000000e+02,-1.168652518569806809e+01
2.880000000000000000e+02,-7.262903003771445754e+01
2.890000000000000000e+02,-2.883592375435829780e+01
2.900000000000000000e+02,-3.091388619455062781e+01
2.910000000000000000e+02,-1.139771196317014699e+02
2.920000000000000000e+02,-8.148102273879204915e+01
2.930000000000000000e+02,-2.309410428193547205e+01
2.940000000000000000e+02,-2.207542996141187643e+02
2.950000000000000000e+02,2.065409991184144928e+03
2.960000000000000000e+02,1.001035934186821521e+02
2.970000000000000000e+02,-4.368277364347353853e+01
2.980000000000000000e+02,6.476217058839495166e-03
2.990000000000000000e+02,-2.758476474826245450e+01
3.000000000000000000e+02,2.640799279850056536e+01
3.010000000000000000e+02,6.486807147792251271e+01
3.020000000000000000e+02,-9.338450778403472441e+01
3.030000000000000000e+02,-8.900144588654747224e+01
3.040000000000000000e+02,4.088002063584273316e+00
3.050000000000000000e+02,2.037111424025827546e+03
3.060000000000000000e+02,-7.724507985915172981e+01
3.070000000000000000e+02,-6.290774143484750880e+01
3.080000000000000000e+02,-4.367292772671655854e+01
3.090000000000000000e+02,-7.757407092271652971e+01
3.100000000000000000e+02,2.384372569462842151e+01
3.110000000000000000e+02,1.044961780862335132e+01
3.120000000000000000e+02,4.940134233516886297e+01
3.130000000000000000e+02,2.102084514163287622e+03
3.140000000000000000e+02,-2.162159845075295834e+02
3.150000000000000000e+02,4.263436063218158267e+01
3.160000000000000000e+02,-9.168280748561424787e+01
3.170000000000000000e+02,-1.000905386187479706e+02
3.180000000000000000e+02,-7.442634565091709931e+01
3.190000000000000000e+02,2.019903661783677080e+03
3.200000000000000000e+02,-4.497359157439383637e+00
3.210000000000000000e+02,-7.595945090552028489e+01
3.220000000000000000e+02,1.139078866163420685e+02
3.230000000000000000e+02,-8.455302345161130972e+01
3.240000000000000000e+02,6.584976659037681657e+01
3.250000000000000000e+02,2.040236968787042997e+03
3.260000000000000000e+02,-4.282801608514162695e+00
3.270000000000000000e+02,-4.368317058392862862e+01
3.280000000000000000e+02,1.303986138752768795e+02
3.290000000000000000e+02,-5.996960138623536274e+00
3.300000000000000000e+02,-9.729040667862033587e+00
3.310000000000000000e+02,-8.754515254153140802e+01
3.320000000000000000e+02,-2.971096101929888178e+01
3.330000000000000000e+02,-2.629343931303830573e+01
3.340000000000000000e+02,-3.924364012197641216e+01
3.350000000000000000e+02,-3.372243529230775039e+01
3.360000000000000000e+02,5.110031305184396189e+00
3.370000000000000000e+02,-7.457485419325959697e+01
3.380000000000000000e+02,-1.050277812346453459e+02
3.390000000000000000e+02,-9.138291465393467661e+01
3.400000000000000000e+02,6.414680525185508486e+01
3.410000000000000000e+02,-1.656554349818512506e+01
3.420000000000000000e+02,-4.176902923579321225e+01
3.430000000000000000e+02,-1.144657868578035931e+02
3.440000000000000000e+02,4.160077189798961683e+01
3.450000000000000000e+02,-2.235515256202867818e+01
3.460000000000000000e+02,3.138897471664345673e+01
3.470000000000000000e+02,-1.925997814316833967e+02
3.480000000000000000e+02,-1.291008247938688953e+02
3.490000000000000000e+02,-1.292512562084226886e+02
3.500000000000000000e+02,2.050249161732616813e+03
3.510000000000000000e+02,2.036590480643008277e+03
3.520000000000000000e+02,7.913621115199974554e+01
3.530000000000000000e+02,1.599286109088051244e+00
3.540000000000000000e+02,2.058271317299947441e+03
3.550000000000000000e+02,9.486189290210469949e+01
3.560000000000000000e+02,1.743260121539547924e+01
3.570000000000000000e+02,2.102465400738993139e+03
3.580000000000000000e+02,7.329685544579059808e+01
3.590000000000000000e+02,2.022780840028174907e+03
3.600000000000000000e+02,2.051844580555521134e+03
3.610000000000000000e+02,3.960328475449684049e+01
3.620000000000000000e+02,-1.421850436228906744e+01
3.630000000000000000e+02,4.316510007122195702e+01
3.640000000000000000e+02,9.452987004319822972e+01
3.650000000000000000e+02,8.707349304298014658e+01
3.660000000000000000e+02,2.065387666694961808e+03
3.670000000000000000e+02,2.067411078081311643e+03
3.680000000000000000e+02,9.639868867363426830e+01
3.690000000000000000e+02,2.038027880811835303e+03
3.700000000000000000e+02,-2.820312119276486840e-01
3.710000000000000000e+02,2.021895047452004292e+03
3.720000000000000000e+02,2.029915154668641435e+03
3.730000000000000000e+02,-2.423646042888660368e+00
3.740000000000000000e+02,9.378726041284473069e+01
3.750000000000000000e+02,-2.251029165450608716e+01
3.760000000000000000e+02,-3.546563585797049001e+01
3.770000000000000000e+02,-2.190665548848549520e+02
3.780000000000000000e+02,2.027418263426837939e+03
3.790000000000000000e+02,-7.844925742293062854e+01
3.800000000000000000e+02,2.041082686988770092e+03
3.810000000000000000e+02,1.012223850335539055e+02
3.820000000000000000e+02,-6.942561466424587024e+01
3.830000000000000000e+02,2.088239513688051375e+03
3.840000000000000000e+02,2.075852022871789814e+03
3.850000000000000000e+02,-2.731552022738692465e+00
3.860000000000000000e+02,2.059367131699319089e+03
3.870000000000000000e+02,2.045753977377184128e+03
3.880000000000000000e+02,-2.795289056642371506e+01
3.890000000000000000e+02,2.024034194261836774e+03
3.900000000000000000e+02,4.671312904323866633e+01
3.910000000000000000e+02,9.708504702456677649e+01
3.920000000000000000e+02,-1.006979318900907856e+02
3.930000000000000000e+02,8.705366373699399674e+01
3.940000000000000000e+02,3.970087010384929727e+01
3.950000000000000000e+02,6.608350465649928651e+01
3.960000000000000000e+02,9.105641563778125658e+01
3.970000000000000000e+02,1.308531717245751480e+01
3.980000000000000000e+02,-5.562227001248912117e+00
3.990000000000000000e+02,3.621860761294831121e+01
4.000000000000000000e+02,5.109409093094885179e+01
4.010000000000000000e+02,1.918405444734202092e+01
4.020000000000000000e+02,1.202911020389544028e+01
4.030000000000000000e+02,-9.894100259007186082e+01
4.040000000000000000e+02,-5.938884156448739304e+01
4.050000000000000000e+02,3.588608323805561895e+01
4.060000000000000000e+02,-5.229968919292957708e+01
4.070000000000000000e+02,-5.946779249236536913e+01
4.080000000000000000e+02,1.296864832912529586e+01
4.090000000000000000e+02,1.067463437943590776e+01
4.100000000000000000e+02,2.029799395881584815e+03
4.110000000000000000e+02,-9.710241679057806152e+01
4.120000000000000000e+02,-6.945177640627665028e+01
4.130000000000000000e+02,6.833644860118454289e+01
4.140000000000000000e+02,2.116969994819624290e+01
4.150000000000000000e+02,-5.990415316359952413e+01
4.160000000000000000e+02,2.025493771037245097e+03
4.170000000000000000e+02,8.228139138427633270e+01
4.180000000000000000e+02,8.160947967370803724e+01
4.190000000000000000e+02,2.022536447958035069e+03
4.200000000000000000e+02,2.010888551102438214e+03
4.210000000000000000e+02,2.013969573080770033e+03
4.220000000000000000e+02,2.013861915671084034e+03
4.230000000000000000e+02,2.033958206226683842e+03
4.240000000000000000e+02,7.088954358660195965e+01
4.250000000000000000e+02,1.033579783897171041e+02
4.260000000000000000e+02,2.023701846490744174e+03
4.270000000000000000e+02,2.007378566897031533e+03
4.280000000000000000e+02,2.012108272507676247e+03
4.290000000000000000e+02,2.021383642006422633e+03
4.300000000000000000e+02,2.042312839092173590e+03
4.310000000000000000e+02,2.065555742126943187e+03
4.320000000000000000e+02,2.021366721704055635e+03
4.330000000000000000e+02,2.028431287494892786e+03
4.340000000000000000e+02,-1.630421288428838409e+02
4.350000000000000000e+02,4.867315464487768750e+00
4.360000000000000000e+02,2.021445950971117327e+03
4.370000000000000000e+02,1.762445567907060351e+01
4.380000000000000000e+02,-1.692796262771324223e+00
4.390000000000000000e+02,2.072667890612907740e+03
4.400000000000000000e+02,2.031868192961782142e+03
4.410000000000000000e+02,1.000565538543699518e+02
4.420000000000000000e+02,1.180699699803551539e+02
4.430000000000000000e+02,3.851941908308099727e+01
4.440000000000000000e+02,-7.591599853707985801e+01
4.450000000000000000e+02,2.042532278504057558e+03
4.460000000000000000e+02,1.042986554399937091e+02
4.470000000000000000e+02,4.167870220925374980e+01
4.480000000000000000e+02,2.002624054718219213e+03
4.490000000000000000e+02,1.480326328867371188e+01
4.500000000000000000e+02,8.206669501200545369e+01
4.510000000000000000e+02,2.030897448255008612e+03
4.520000000000000000e+02,-4.380449572673407843e+00
4.530000000000000000e+02,1.962680610600096287e+01
4.540000000000000000e+02,2.297798553433289115e+01
4.550000000000000000e+02,2.011971924503646733e+03
4.560000000000000000e+02,2.032977274723351002e+03
4.570000000000000000e+02,-7.394494771661999266e+01
4.580000000000000000e+02,3.192421543948990248e+01
4.590000000000000000e+02,2.009810521043464860e+03
4.600000000000000000e+02,-5.371965672027967287e+01
4.610000000000000000e+02,-6.474836025219829594e+01
4.620000000000000000e+02,-2.365567208173478519e+01
4.630000000000000000e+02,2.013683310308496402e+03
4.640000000000000000e+02,-7.162184866040138331e+01
4.650000000000000000e+02,-6.211786296949699704e+01
4.660000000000000000e+02,-3.623231776981772612e+01
4.670000000000000000e+02,2.045985836626904074e+03
4.680000000000000000e+02,-7.114103506254942033e+01
4.690000000000000000e+02,-6.005917451625141723e+01
4.700000000000000000e+02,-8.302476112505316053e+01
4.710000000000000000e+02,-4.736614273914230466e+01
4.720000000000000000e+02,-5.685801301691770959e+01
4.730000000000000000e+02,-3.414699679138239219e+01
4.740000000000000000e+02,-1.053650222760331268e+01
4.750000000000000000e+02,-2.276842864756699925e+01
4.760000000000000000e+02,-1.988954725873162133e+01
4.770000000000000000e+02,-1.598183006005828588e+01
4.780000000000000000e+02,-8.910607283228691244e+01
4.790000000000000000e+02,-5.793311404893910321e+01
4.800000000000000000e+02,-1.343638974809777267e+02
4.810000000000000000e+02,3.775271533256595546e+01
4.820000000000000000e+02,2.006275215144698905e+03
4.830000000000000000e+02,-5.104514361041775317e+01
4.840000000000000000e+02,2.051112014464915319e+03
4.850000000000000000e+02,2.045234174058974077e+03
4.860000000000000000e+02,7.847132791559573661e+01
4.870000000000000000e+02,-6.468893555346195967e+01
4.880000000000000000e+02,7.503766370095600280e+01
4.890000000000000000e+02,2.023472250070897417e+03
4.900000000000000000e+02,2.024162372481423517e+03
4.910000000000000000e+02,-8.614795415641552268e+01
4.920000000000000000e+02,1.990581140019398617e+03
4.930000000000000000e+02,2.010480140137571652e+03
4.940000000000000000e+02,3.828899797420037743e+01
4.950000000000000000e+02,2.016573255280088006e+03
4.960000000000000000e+02,-1.943175378830375166e-02
4.970000000000000000e+02,1.923336675605352042e+01
4.980000000000000000e+02,-7.021898609324432528e+01
4.990000000000000000e+02,5.816297924684523935e+01
5.000000000000000000e+02,-1.326819178716145409e+01
5.010000000000000000e+02,2.007200592989453298e+03
5.020000000000000000e+02,2.017106114132334142e+03
5.030000000000000000e+02,3.243045448244081541e+01
5.040000000000000000e+02,2.003046254182081839e+03
5.050000000000000000e+02,2.031873972776405026e+03
5.060000000000000000e+02,2.037558139705024360e+03
5.070000000000000000e+02,-7.934256751895730986e+01
5.080000000000000000e+02,-7.060646936562017117e+01
5.090000000000000000e+02,2.017419973491581914e+03
5.100000000000000000e+02,4.858690487654791923e+01
5.110000000000000000e+02,1.377424208464101874e+01
5.120000000000000000e+02,4.608869593562579325e+01
5.130000000000000000e+02,3.745787646986293851e-01
5.140000000000000000e+02,2.014833589320858891e+03
5.150000000000000000e+02,2.014824810427779539e+03
5.160000000000000000e+02,3.312941521106221643e+01
5.170000000000000000e+02,6.248619727505300148e-01
5.180000000000000000e+02,2.016014221121180299e+03
5.190000000000000000e+02,2.065010902758541761e+03
5.200000000000000000e+02,2.010276659067715855e+03
5.210000000000000000e+02,1.997545420432142691e+03
5.220000000000000000e+02,2.004345384700595559e+03
5.230000000000000000e+02,2.060356958475040756e+03
5.240000000000000000e+02,2.245243716635240361e+01
5.250000000000000000e+02,2.030020071006441412e+03
5.260000000000000000e+02,2.017713932468758003e+03
5.270000000000000000e+02,-8.671884073138890869e+01
5.280000000000000000e+02,1.987436498986199695e+03
5.290000000000000000e+02,2.049577935194739439e+03
5.300000000000000000e+02,2.017559215514993866e+03
5.310000000000000000e+02,1.982194340503261174e+03
5.320000000000000000e+02,-6.364616161293575658e+01
5.330000000000000000e+02,2.011503311327918937e+03
5.340000000000000000e+02,2.006964365586465419e+03
5.350000000000000000e+02,-7.243139329087891554e+01
5.360000000000000000e+02,2.008721033478046820e+03
5.370000000000000000e+02,2.003356961690430126e+03
5.380000000000000000e+02,-9.587371625994578039e+01
5.390000000000000000e+02,2.006021834582817291e+03
5.400000000000000000e+02,2.005946907537946345e+03
5.410000000000000000e+02,-7.636551502082920706e+01
5.420000000000000000e+02,2.085454375887524748e+03
5.430000000000000000e+02,2.035634476592023248e+03
5.440000000000000000e+02,2.072520226511953297e+03
5.450000000000000000e+02,-8.266843738858423762e+01
5.460000000000000000e+02,5.916407391142695360e+01
5.470000000000000000e+02,2.018407039989000623e+03
5.480000000000000000e+02,2.009015970979103713e+03
5.490000000000000000e+02,2.006301601834139092e+03
5.500000000000000000e+02,4.104794894543758232e+01
5.510000000000000000e+02,-7.211808963482702950e+01
5.520000000000000000e+02,-3.746119736567085567e+01
5.530000000000000000e+02,2.021520714874618989e+03
5.540000000000000000e+02,-3.551633792822016744e+01
5.550000000000000000e+02,2.021198584309325270e+03
5.560000000000000000e+02,2.025926831039823128e+03
5.570000000000000000e+02,-7.974438880692358111e+01
5.580000000000000000e+02,2.745035022113590273e+01
5.590000000000000000e+02,2.003696544050774037e+03
5.600000000000000000e+02,2.004564657492402830e+03
5.610000000000000000e+02,2.023891239356061988e+03
5.620000000000000000e+02,2.004415842552900585e+03
5.630000000000000000e+02,2.003472120839685886e+03
5.640000000000000000e+02,2.046445702952496276e+03
5.650000000000000000e+02,2.004887754466837578e+03
5.660000000000000000e+02,2.043537865291713615e+03
5.670000000000000000e+02,8.821896379139413114e+01
5.680000000000000000e+02,-5.885001385059679535e+01
5.690000000000000000e+02,-2.424514723421411944e+01
5.700000000000000000e+02,-4.356882345271384338e+01
